Approximate Lat,Approximate Lon,City Name,Country Code,Exact Coordinates,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Max Temp
66.86,-49.01,qasigiannguit,gl,"(68.8166667, -51.1833333)",68.8166667,-51.1833333,-5.01,74,0,1.81,-5.01
70.42,45.8,mezen,ru,"(65.840291, 44.249269)",65.840291,44.249269,-9.76,88,57,9.6,-9.76
-4.9,103.57,baturaja,id,"(-4.133333, 104.166667)",-4.133333,104.166667,71.76,96,99,3.42,71.76
24.85,121.89,toucheng,tw,"(24.8666667, 121.8166667)",24.8666667,121.8166667,56.93,58,75,10.36,59
42.94,162.02,severo-kurilsk,ru,"(50.678889, 156.125)",50.678889,156.125,27.7,92,69,9.01,27.7
13.14,116.04,bacuit,ph,"(11.185833, 119.395556)",11.185833,119.395556,79.27,77,96,23.24,79.27
-38.14,-46.05,rio grande,br,"(-32.033333, -52.083333)",-32.033333,-52.083333,77,64,100,1.01,77
36.09,78.75,leh,in,"(34.166667, 77.583333)",34.166667,77.583333,1.8,67,75,0.78,1.8
21.43,2.33,tessalit,ml,"(20.2013889, 1.0088889)",20.2013889,1.0088889,65.93,26,0,13.56,65.93
59.82,137.96,solnechnyy,ru,"(60.416667, 137.5)",60.416667,137.5,-47.85,75,96,1.25,-47.85
22.69,48.68,riyadh,sa,"(24.653664, 46.71522)",24.653664,46.71522,66.2,24,49,8.05,66.2
-22.43,131.61,alice springs,au,"(-23.697479, 133.883621)",-23.697479,133.883621,82.72,44,94,6.91,82.99
15.0,-160.08,ewa beach,us,"(21.3155556, -158.0072222)",21.3155556,-158.0072222,76.01,57,40,16.11,78.8
48.35,135.73,knyaze-volkonskoye,ru,"(48.464167, 135.456667)",48.464167,135.456667,-13,70,0,8.95,-13
36.86,54.87,azad shahr,ir,"(37.087009, 55.173973)",37.087009,55.173973,55.85,35,0,13.91,55.85
52.23,57.26,zilair,ru,"(52.2332, 57.4392)",52.2332,57.4392,8.42,93,100,6.06,8.42
38.59,59.5,annau,tm,"(37.8883333, 58.5280556)",37.8883333,58.5280556,46.6,50,0,3.31,46.6
59.2,21.62,karla,ee,"(58.3358333, 22.2597222)",58.3358333,22.2597222,28.18,86,90,6.91,28.4
75.29,-0.96,klaksvik,fo,"(62.2333333, -6.6)",62.2333333,-6.6,32,64,8,12.66,32
55.62,124.86,tynda,ru,"(55.166667, 124.716667)",55.166667,124.716667,-36.31,80,100,1.39,-36.31
